,name,team,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,season,week,next_fp,afc_n,afc_s,afc_w,nfc_e,nfc_n,nfc_s,nfc_w,temperature,wind,precipitation,status_code
2768,Josh Bellamy,Bears,7.0,5.0,70.0,0.0,0.0,0.0,0.0,7.0,2017,15,4.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DOME,0,0.0,0.0
2769,Josh Doctson,Redskins,2.0,1.0,52.0,1.0,0.0,0.0,0.0,11.2,2017,3,7.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,0,0.0,0.0
2770,Josh Doctson,Redskins,3.0,1.0,11.0,1.0,0.0,0.0,0.0,7.1,2017,6,6.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,3,0.0,0.0
2771,Ryan Grant,Redskins,5.0,3.0,39.0,0.0,0.0,0.0,0.0,3.9,2017,6,3.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,3,0.0,0.0
2772,Josh Doctson,Redskins,5.0,3.0,59.0,0.0,0.0,0.0,0.0,5.9,2017,9,8.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35,4,1.0,0.0
2773,Josh Gordon,Browns,11.0,4.0,85.0,0.0,0.0,0.0,0.0,8.5,2017,13,12.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2,0.0,0.0
2774,Josh Gordon,Browns,6.0,3.0,69.0,1.0,0.0,0.0,0.0,12.9,2017,14,4.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28,9,0.0,0.0
2775,Josh Gordon,Browns,11.0,5.0,47.0,0.0,0.0,0.0,0.0,4.7,2017,15,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34,1,0.0,0.0
2776,JuJu Smith-Schuster,Steelers,4.0,3.0,47.0,1.0,0.0,0.0,0.0,10.7,2017,4,5.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64,1,0.0,0.0
2777,Martavis Bryant,Steelers,5.0,3.0,48.0,0.0,0.0,0.0,0.0,4.8,2017,4,10.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64,1,0.0,0.0
2778,JuJu Smith-Schuster,Steelers,6.0,6.0,114.0,0.0,0.0,0.0,0.0,11.4,2017,15,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,1.0,0.0
2779,Martavis Bryant,Steelers,6.0,4.0,59.0,1.0,0.0,0.0,0.0,11.9,2017,15,6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,1.0,0.0
2780,JuJu Smith-Schuster,Steelers,7.0,6.0,75.0,1.0,0.0,0.0,0.0,13.5,2017,16,20.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,4,0.0,0.0
2781,Martavis Bryant,Steelers,4.0,3.0,60.0,0.0,1.0,8.0,0.0,6.8,2017,16,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,4,0.0,0.0
2782,Julian Edelman,Patriots,6.0,4.0,38.0,0.0,3.0,14.0,0.0,5.2,2016,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,3,0.0,0.0
2783,Julian Edelman,Patriots,10.0,9.0,60.0,0.0,0.0,0.0,0.0,6.0,2016,7,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,6,0.0,0.0
2784,Julian Edelman,Patriots,9.0,7.0,99.0,0.0,0.0,0.0,0.0,9.9,2016,10,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,2,0.0,0.0
2785,Julian Edelman,Patriots,9.0,7.0,99.0,0.0,0.0,0.0,0.0,9.9,2016,10,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,2,0.0,0.0
2786,Julian Edelman,Patriots,12.0,6.0,75.0,0.0,0.0,0.0,0.0,7.5,2016,15,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,3,0.0,0.0
2787,Julian Edelman,Patriots,8.0,5.0,89.0,0.0,0.0,0.0,0.0,8.9,2016,16,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,4,1.0,0.0
2788,Julio Jones,Falcons,8.0,4.0,66.0,1.0,0.0,0.0,0.0,12.6,2016,1,16.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2789,Mohamed Sanu,Falcons,8.0,5.0,80.0,1.0,0.0,0.0,0.0,14.0,2016,1,4.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2790,Julio Jones,Falcons,5.0,5.0,106.0,1.0,0.0,0.0,0.0,16.6,2016,2,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83,3,0.0,0.0
2791,Justin Hardy,Falcons,3.0,1.0,8.0,1.0,0.0,0.0,0.0,6.8,2016,2,8.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83,3,0.0,0.0
2792,Julio Jones,Falcons,9.0,7.0,139.0,1.0,0.0,0.0,0.0,19.9,2016,6,17.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54,5,0.0,0.0
2793,Mohamed Sanu,Falcons,10.0,5.0,47.0,1.0,0.0,0.0,0.0,10.7,2016,6,14.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54,5,0.0,0.0
2794,Julio Jones,Falcons,15.0,9.0,174.0,0.0,0.0,0.0,0.0,17.4,2016,7,17.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2795,Julio Jones,Falcons,11.0,8.0,111.0,1.0,0.0,0.0,0.0,17.1,2016,9,13.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75,2,0.0,0.0
2796,Mohamed Sanu,Falcons,7.0,5.0,74.0,0.0,0.0,0.0,0.0,7.4,2016,9,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75,2,0.0,0.0
2797,Taylor Gabriel,Falcons,5.0,5.0,52.0,0.0,2.0,24.0,1.0,13.6,2016,9,13.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75,2,0.0,0.0
2798,Julio Jones,Falcons,16.0,10.0,135.0,0.0,0.0,0.0,0.0,13.5,2016,10,11.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54,6,0.0,0.0
2799,Julio Jones,Falcons,16.0,10.0,135.0,0.0,0.0,0.0,0.0,13.5,2016,10,11.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54,6,0.0,0.0
2800,Taylor Gabriel,Falcons,5.0,1.0,76.0,1.0,0.0,0.0,0.0,13.6,2016,10,22.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54,6,0.0,0.0
2801,Taylor Gabriel,Falcons,5.0,1.0,76.0,1.0,0.0,0.0,0.0,13.6,2016,10,22.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54,6,0.0,0.0
2802,Julio Jones,Falcons,7.0,4.0,60.0,0.0,0.0,0.0,0.0,6.0,2016,16,15.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52,4,0.0,0.0
2803,Julio Jones,Falcons,9.0,7.0,96.0,1.0,0.0,0.0,0.0,15.6,2016,17,6.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2804,Justin Hardy,Falcons,7.0,4.0,43.0,1.0,0.0,0.0,0.0,10.3,2016,17,7.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2805,Mohamed Sanu,Falcons,4.0,4.0,32.0,1.0,0.0,0.0,0.0,9.2,2016,17,4.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2806,Julio Jones,Falcons,5.0,4.0,66.0,0.0,0.0,0.0,0.0,6.6,2017,1,10.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66,5,0.0,0.0
2807,Julio Jones,Falcons,5.0,4.0,66.0,0.0,0.0,0.0,0.0,6.6,2017,1,10.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66,5,0.0,0.0
2808,Julio Jones,Falcons,5.0,4.0,66.0,0.0,0.0,0.0,0.0,6.6,2017,1,10.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66,5,0.0,0.0
2809,Mohamed Sanu,Falcons,9.0,6.0,47.0,0.0,0.0,0.0,0.0,4.7,2017,1,8.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66,5,0.0,0.0
2810,Mohamed Sanu,Falcons,9.0,6.0,47.0,0.0,0.0,0.0,0.0,4.7,2017,1,8.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66,5,0.0,0.0
2811,Mohamed Sanu,Falcons,9.0,6.0,47.0,0.0,0.0,0.0,0.0,4.7,2017,1,8.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66,5,0.0,0.0
2812,Julio Jones,Falcons,9.0,5.0,108.0,0.0,0.0,0.0,0.0,10.8,2017,2,9.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2813,Julio Jones,Falcons,9.0,5.0,108.0,0.0,0.0,0.0,0.0,10.8,2017,2,9.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2814,Julio Jones,Falcons,9.0,5.0,108.0,0.0,0.0,0.0,0.0,10.8,2017,2,9.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2815,Mohamed Sanu,Falcons,6.0,5.0,85.0,0.0,0.0,0.0,0.0,8.5,2017,2,8.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2816,Mohamed Sanu,Falcons,6.0,5.0,85.0,0.0,0.0,0.0,0.0,8.5,2017,2,8.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2817,Mohamed Sanu,Falcons,6.0,5.0,85.0,0.0,0.0,0.0,0.0,8.5,2017,2,8.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2818,Julio Jones,Falcons,12.0,7.0,91.0,0.0,0.0,0.0,0.0,9.1,2017,3,7.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2819,Mohamed Sanu,Falcons,6.0,4.0,28.0,1.0,0.0,0.0,0.0,8.8,2017,3,6.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2820,Taylor Gabriel,Falcons,6.0,5.0,79.0,1.0,0.0,0.0,0.0,13.9,2017,3,3.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2821,Julio Jones,Falcons,7.0,6.0,72.0,0.0,0.0,0.0,0.0,7.2,2017,6,15.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2822,Taylor Gabriel,Falcons,8.0,4.0,39.0,0.0,0.0,0.0,0.0,3.9,2017,6,5.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2823,Julio Jones,Falcons,13.0,9.0,99.0,1.0,0.0,0.0,0.0,15.9,2017,7,7.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56,0,0.0,0.0
2824,Mohamed Sanu,Falcons,10.0,6.0,65.0,0.0,0.0,0.0,0.0,6.5,2017,7,13.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56,0,0.0,0.0
2825,Julio Jones,Falcons,6.0,3.0,74.0,0.0,0.0,0.0,0.0,7.4,2017,8,11.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62,2,1.0,0.0
2826,Mohamed Sanu,Falcons,7.0,6.0,74.0,1.0,0.0,0.0,0.0,13.4,2017,8,8.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62,2,1.0,0.0
2827,Julio Jones,Falcons,12.0,6.0,118.0,0.0,0.0,0.0,0.0,11.8,2017,9,5.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58,0,0.0,0.0
2828,Mohamed Sanu,Falcons,3.0,3.0,23.0,1.0,0.0,0.0,0.0,8.3,2017,9,9.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58,0,0.0,0.0
2829,Taylor Gabriel,Falcons,4.0,3.0,56.0,0.0,1.0,3.0,0.0,5.9,2017,9,7.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58,0,0.0,0.0
2830,Julio Jones,Falcons,8.0,6.0,57.0,0.0,0.0,0.0,0.0,5.7,2017,10,7.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2831,Justin Hardy,Falcons,2.0,2.0,7.0,1.0,0.0,0.0,0.0,6.7,2017,10,9.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2832,Julio Jones,Falcons,10.0,5.0,71.0,0.0,0.0,0.0,0.0,7.1,2017,11,38.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46,1,0.0,0.0
2833,Mohamed Sanu,Falcons,3.0,3.0,34.0,1.0,1.0,3.0,0.0,9.7,2017,11,6.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46,1,0.0,0.0
2834,Julio Jones,Falcons,15.0,12.0,253.0,2.0,1.0,15.0,0.0,38.8,2017,12,9.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2835,Mohamed Sanu,Falcons,9.0,8.0,64.0,0.0,0.0,0.0,0.0,6.4,2017,12,4.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2836,Julio Jones,Falcons,11.0,5.0,98.0,0.0,0.0,0.0,0.0,9.8,2017,14,5.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2837,Mohamed Sanu,Falcons,8.0,6.0,83.0,1.0,0.0,0.0,0.0,14.3,2017,14,7.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2838,Julio Jones,Falcons,8.0,3.0,54.0,0.0,0.0,0.0,0.0,5.4,2017,15,14.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70,1,0.0,0.0
2839,Julio Jones,Falcons,11.0,7.0,149.0,0.0,0.0,0.0,0.0,14.9,2017,16,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2840,Justin Hardy,Falcons,2.0,2.0,26.0,1.0,0.0,0.0,0.0,8.6,2016,3,6.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2841,Justin Hardy,Falcons,2.0,2.0,9.0,1.0,0.0,0.0,0.0,6.9,2016,14,10.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64,2,0.0,0.0
2842,Taylor Gabriel,Falcons,6.0,3.0,82.0,1.0,1.0,0.0,0.0,14.2,2016,14,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64,2,0.0,0.0
2843,Justin Hardy,Falcons,6.0,2.0,12.0,1.0,0.0,0.0,0.0,7.2,2017,4,6.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
2844,Justin Hunter,Bills,1.0,1.0,4.0,1.0,0.0,0.0,0.0,6.4,2016,5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,5,0.0,0.0
2845,Marquise Goodwin,Bills,6.0,2.0,13.0,1.0,0.0,0.0,0.0,7.3,2016,5,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,5,0.0,0.0
2846,Justin Hunter,Bills,2.0,1.0,30.0,1.0,0.0,0.0,0.0,9.0,2016,6,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,9,0.0,0.0
2847,Robert Woods,Bills,6.0,5.0,44.0,1.0,1.0,6.0,0.0,11.0,2016,6,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,9,0.0,0.0
2848,Justin Hunter,Bills,1.0,1.0,5.0,1.0,0.0,0.0,0.0,6.5,2016,9,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,0.0,0.0
2849,Robert Woods,Bills,13.0,10.0,162.0,0.0,0.0,0.0,0.0,16.2,2016,9,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,0.0,0.0
2850,Justin Hunter,Bills,1.0,1.0,16.0,1.0,0.0,0.0,0.0,7.6,2016,12,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.0,0.0
2851,Sammy Watkins,Bills,3.0,3.0,80.0,0.0,0.0,0.0,0.0,8.0,2016,12,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.0,0.0
2852,Justin Hunter,Bills,2.0,1.0,64.0,0.0,0.0,0.0,0.0,6.4,2016,17,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,8,0.0,0.0
2853,Kamar Aiken,Ravens,6.0,4.0,64.0,0.0,0.0,0.0,0.0,6.4,2016,6,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66,6,0.0,0.0
2854,Mike Wallace,Ravens,9.0,4.0,97.0,0.0,0.0,0.0,0.0,9.7,2016,6,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66,6,0.0,0.0
2855,Kamar Aiken,Ravens,6.0,3.0,55.0,0.0,0.0,0.0,0.0,5.5,2016,7,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,1,0.0,0.0
2856,Mike Wallace,Ravens,13.0,10.0,120.0,0.0,0.0,0.0,0.0,12.0,2016,7,18.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,1,0.0,0.0
2857,Kamar Aiken,Ravens,2.0,2.0,19.0,1.0,0.0,0.0,0.0,7.9,2016,15,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,6,1.0,0.0
2858,Mike Wallace,Ravens,5.0,2.0,60.0,0.0,0.0,0.0,0.0,6.0,2016,15,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,6,1.0,0.0
2859,Steve Smith,Ravens,7.0,2.0,40.0,1.0,0.0,0.0,0.0,10.0,2016,15,13.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58,6,1.0,0.0
2860,Keelan Cole,Jaguars,5.0,3.0,47.0,0.0,0.0,0.0,0.0,4.7,2017,9,6.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77,4,0.0,0.0
2861,Marqise Lee,Jaguars,12.0,8.0,75.0,1.0,0.0,0.0,0.0,13.5,2017,9,11.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77,4,0.0,0.0
2862,Keelan Cole,Jaguars,9.0,7.0,186.0,1.0,0.0,0.0,0.0,24.6,2017,15,10.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68,2,0.0,0.0
2863,Keenan Allen,Chargers,7.0,6.0,63.0,0.0,0.0,0.0,0.0,6.3,2016,1,9.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,7,0.0,0.0
2864,Tyrell Williams,Chargers,5.0,2.0,71.0,0.0,0.0,0.0,0.0,7.1,2016,1,12.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,7,0.0,0.0
2865,Keenan Allen,Chargers,10.0,5.0,35.0,1.0,0.0,0.0,0.0,9.5,2017,1,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,3,0.0,0.0
2866,Keenan Allen,Chargers,10.0,5.0,35.0,1.0,0.0,0.0,0.0,9.5,2017,1,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,3,0.0,0.0
2867,Keenan Allen,Chargers,10.0,5.0,35.0,1.0,0.0,0.0,0.0,9.5,2017,1,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,3,0.0,0.0
2868,Travis Benjamin,Chargers,4.0,3.0,43.0,1.0,0.0,0.0,0.0,10.3,2017,1,11.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,3,0.0,0.0
2869,Travis Benjamin,Chargers,4.0,3.0,43.0,1.0,0.0,0.0,0.0,10.3,2017,1,11.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,3,0.0,0.0
2870,Travis Benjamin,Chargers,4.0,3.0,43.0,1.0,0.0,0.0,0.0,10.3,2017,1,11.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,3,0.0,0.0
2871,Tyrell Williams,Chargers,7.0,5.0,54.0,0.0,0.0,0.0,0.0,5.4,2017,1,5.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,3,0.0,0.0
2872,Tyrell Williams,Chargers,7.0,5.0,54.0,0.0,0.0,0.0,0.0,5.4,2017,1,5.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,3,0.0,0.0
2873,Tyrell Williams,Chargers,7.0,5.0,54.0,0.0,0.0,0.0,0.0,5.4,2017,1,5.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,3,0.0,0.0
2874,Keenan Allen,Chargers,10.0,9.0,100.0,0.0,0.0,0.0,0.0,10.0,2017,2,13.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71,3,0.0,0.0
2875,Keenan Allen,Chargers,10.0,9.0,100.0,0.0,0.0,0.0,0.0,10.0,2017,2,13.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71,3,0.0,0.0
2876,Keenan Allen,Chargers,10.0,9.0,100.0,0.0,0.0,0.0,0.0,10.0,2017,2,13.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71,3,0.0,0.0
2877,Tyrell Williams,Chargers,4.0,4.0,54.0,0.0,0.0,0.0,0.0,5.4,2017,2,17.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71,3,0.0,0.0
2878,Tyrell Williams,Chargers,4.0,4.0,54.0,0.0,0.0,0.0,0.0,5.4,2017,2,17.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71,3,0.0,0.0
2879,Tyrell Williams,Chargers,4.0,4.0,54.0,0.0,0.0,0.0,0.0,5.4,2017,2,17.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71,3,0.0,0.0
2880,Keenan Allen,Chargers,11.0,5.0,138.0,0.0,0.0,0.0,0.0,13.8,2017,4,6.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74,4,0.0,0.0
2881,Tyrell Williams,Chargers,6.0,5.0,115.0,1.0,0.0,0.0,0.0,17.5,2017,4,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74,4,0.0,0.0
2882,Keenan Allen,Chargers,12.0,4.0,67.0,0.0,0.0,0.0,0.0,6.7,2017,5,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74,4,0.0,0.0
2883,Keenan Allen,Chargers,9.0,5.0,45.0,0.0,0.0,0.0,0.0,4.5,2017,6,4.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75,1,0.0,0.0
2884,Keenan Allen,Chargers,7.0,3.0,41.0,0.0,0.0,0.0,0.0,4.1,2017,7,6.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89,2,0.0,0.0
2885,Travis Benjamin,Chargers,1.0,1.0,42.0,1.0,1.0,4.0,0.0,10.6,2017,7,13.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89,2,0.0,0.0
2886,Keenan Allen,Chargers,5.0,4.0,61.0,0.0,0.0,0.0,0.0,6.1,2017,8,5.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,1,1.0,0.0
2887,Travis Benjamin,Chargers,9.0,5.0,64.0,1.0,2.0,14.0,0.0,13.8,2017,8,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,1,1.0,0.0
2888,Keenan Allen,Chargers,7.0,4.0,48.0,0.0,1.0,6.0,0.0,5.4,2017,10,28.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75,5,1.0,0.0
2889,Tyrell Williams,Chargers,5.0,2.0,49.0,0.0,0.0,0.0,0.0,4.9,2017,10,11.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75,5,1.0,0.0
2890,Keenan Allen,Chargers,13.0,12.0,159.0,2.0,1.0,3.0,0.0,28.2,2017,11,23.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72,1,0.0,0.0
2891,Keenan Allen,Chargers,14.0,11.0,172.0,1.0,0.0,0.0,0.0,23.2,2017,12,16.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,1,0.0,0.0
2892,Travis Benjamin,Chargers,3.0,3.0,50.0,0.0,1.0,6.0,0.0,5.6,2017,12,6.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,1,0.0,0.0
2893,Tyrell Williams,Chargers,3.0,2.0,58.0,1.0,0.0,0.0,0.0,11.8,2017,12,19.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,1,0.0,0.0
2894,Keenan Allen,Chargers,14.0,10.0,105.0,1.0,0.0,0.0,0.0,16.5,2017,13,11.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66,2,0.0,0.0
2895,Travis Benjamin,Chargers,6.0,4.0,68.0,0.0,0.0,0.0,0.0,6.8,2017,13,4.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66,2,0.0,0.0
2896,Keenan Allen,Chargers,8.0,6.0,111.0,0.0,0.0,0.0,0.0,11.1,2017,14,5.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79,2,0.0,0.0
2897,Travis Benjamin,Chargers,4.0,2.0,21.0,0.0,1.0,22.0,0.0,4.3,2017,14,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79,2,0.0,0.0
2898,Tyrell Williams,Chargers,4.0,4.0,132.0,1.0,0.0,0.0,0.0,19.2,2017,14,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79,2,0.0,0.0
2899,Keenan Allen,Chargers,8.0,5.0,54.0,0.0,0.0,0.0,0.0,5.4,2017,15,6.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50,2,0.0,0.0
2900,Keenan Allen,Chargers,10.0,5.0,63.0,0.0,0.0,0.0,0.0,6.3,2017,16,25.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38,3,0.0,0.0
2901,Tyrell Williams,Chargers,6.0,5.0,50.0,0.0,0.0,0.0,0.0,5.0,2017,16,12.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38,3,0.0,0.0
2902,Kelvin Benjamin,Panthers,12.0,6.0,91.0,1.0,0.0,0.0,0.0,15.1,2016,1,22.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82,2,0.0,0.0
2903,Kelvin Benjamin,Panthers,9.0,5.0,70.0,0.0,0.0,0.0,0.0,7.0,2016,5,8.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57,2,0.0,0.0
2904,Kelvin Benjamin,Panthers,5.0,2.0,73.0,0.0,0.0,0.0,0.0,7.3,2016,8,7.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80,4,0.0,0.0
2905,Kelvin Benjamin,Panthers,7.0,5.0,76.0,0.0,0.0,0.0,0.0,7.6,2016,9,8.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72,3,0.0,0.0
2906,Kelvin Benjamin,Panthers,4.0,3.0,56.0,0.0,0.0,0.0,0.0,5.6,2016,11,11.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57,2,0.0,0.0
2907,Ted Ginn Jr.,Panthers,4.0,3.0,46.0,1.0,1.0,13.0,0.0,11.9,2016,11,18.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57,2,0.0,0.0
2908,Kelvin Benjamin,Panthers,5.0,2.0,53.0,1.0,0.0,0.0,0.0,11.3,2016,12,12.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56,6,0.0,0.0
