,name,team,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,season,week,next_fp,afc_n,afc_s,afc_w,nfc_e,nfc_n,nfc_s,nfc_w,temperature,wind,precipitation,status_code
739,Dez Bryant,Cowboys,12.0,9.0,151.0,0.0,0.0,0.0,0.0,15.1,2014,7,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
740,Terrance Williams,Cowboys,3.0,1.0,18.0,1.0,0.0,0.0,0.0,7.8,2014,7,6.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
741,Dez Bryant,Cowboys,7.0,3.0,30.0,1.0,0.0,0.0,0.0,9.0,2014,8,7.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
742,Terrance Williams,Cowboys,7.0,6.0,69.0,0.0,0.0,0.0,0.0,6.9,2014,8,17.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
743,Dez Bryant,Cowboys,10.0,2.0,15.0,1.0,0.0,0.0,0.0,7.5,2014,9,27.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
744,Dez Bryant,Cowboys,8.0,6.0,158.0,2.0,0.0,0.0,0.0,27.8,2014,10,20.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
745,Dez Bryant,Cowboys,7.0,4.0,73.0,0.0,0.0,0.0,0.0,7.3,2014,13,8.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
746,Dez Bryant,Cowboys,7.0,6.0,114.0,3.0,0.0,0.0,0.0,29.4,2014,15,13.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
747,Dez Bryant,Cowboys,12.0,5.0,45.0,0.0,0.0,0.0,0.0,4.5,2015,10,10.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
748,Dez Bryant,Cowboys,9.0,4.0,45.0,1.0,0.0,0.0,0.0,10.5,2015,11,6.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
749,Terrance Williams,Cowboys,4.0,4.0,79.0,1.0,0.0,0.0,0.0,13.9,2015,11,6.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
750,Dez Bryant,Cowboys,7.0,3.0,62.0,0.0,0.0,0.0,0.0,6.2,2015,13,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
751,Terrance Williams,Cowboys,3.0,2.0,63.0,0.0,0.0,0.0,0.0,6.3,2015,13,6.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
752,Donte Moncrief,Colts,5.0,4.0,55.0,0.0,1.0,7.0,0.0,6.2,2014,3,17.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
753,Hakeem Nicks,Colts,4.0,4.0,50.0,1.0,0.0,0.0,0.0,11.0,2014,3,4.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
754,Reggie Wayne,Colts,5.0,4.0,62.0,0.0,0.0,0.0,0.0,6.2,2014,3,17.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
755,T.Y. Hilton,Colts,6.0,5.0,80.0,0.0,0.0,0.0,0.0,8.0,2014,3,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
756,Donte Moncrief,Colts,12.0,7.0,113.0,1.0,0.0,0.0,0.0,17.3,2014,8,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
757,T.Y. Hilton,Colts,10.0,6.0,155.0,1.0,0.0,0.0,0.0,21.5,2014,8,13.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
758,Donte Moncrief,Colts,4.0,3.0,134.0,2.0,1.0,6.0,0.0,26.0,2014,13,10.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
759,T.Y. Hilton,Colts,5.0,5.0,62.0,1.0,0.0,0.0,0.0,12.2,2014,13,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
760,Donte Moncrief,Colts,11.0,6.0,46.0,1.0,0.0,0.0,0.0,10.6,2015,1,18.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
761,T.Y. Hilton,Colts,14.0,7.0,88.0,0.0,0.0,0.0,0.0,8.8,2015,1,9.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
762,Donte Moncrief,Colts,8.0,7.0,122.0,1.0,0.0,0.0,0.0,18.2,2015,2,9.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
763,Donte Moncrief,Colts,7.0,4.0,32.0,1.0,0.0,0.0,0.0,9.2,2015,3,7.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
764,T.Y. Hilton,Colts,7.0,4.0,94.0,0.0,0.0,0.0,0.0,9.4,2015,3,6.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
765,Donte Moncrief,Colts,9.0,6.0,75.0,0.0,0.0,0.0,0.0,7.5,2015,4,12.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
766,T.Y. Hilton,Colts,13.0,7.0,67.0,0.0,0.0,0.0,0.0,6.7,2015,4,8.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
767,Donte Moncrief,Colts,11.0,6.0,69.0,1.0,0.0,0.0,0.0,12.9,2015,6,9.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
768,Griff Whalen,Colts,3.0,2.0,30.0,1.0,0.0,0.0,0.0,9.0,2015,6,4.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
769,T.Y. Hilton,Colts,9.0,6.0,74.0,1.0,0.0,0.0,0.0,13.4,2015,6,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
770,Donte Moncrief,Colts,9.0,8.0,114.0,0.0,0.0,0.0,0.0,11.4,2015,12,5.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
771,T.Y. Hilton,Colts,12.0,6.0,95.0,2.0,0.0,0.0,0.0,21.5,2015,12,13.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
772,Donte Moncrief,Colts,10.0,3.0,52.0,0.0,0.0,0.0,0.0,5.2,2015,14,11.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
773,T.Y. Hilton,Colts,7.0,4.0,132.0,0.0,0.0,0.0,0.0,13.2,2015,14,6.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
774,Dontrelle Inman,Chargers,9.0,7.0,79.0,0.0,0.0,0.0,0.0,7.9,2014,16,7.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
775,Eddie Royal,Chargers,12.0,10.0,94.0,1.0,0.0,0.0,0.0,15.4,2014,16,9.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
776,Malcom Floyd,Chargers,10.0,4.0,50.0,1.0,0.0,0.0,0.0,11.0,2014,16,11.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
777,Dontrelle Inman,Chargers,8.0,5.0,79.0,0.0,0.0,0.0,0.0,7.9,2014,17,8.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
778,Eddie Royal,Chargers,8.0,4.0,95.0,0.0,0.0,0.0,0.0,9.5,2014,17,11.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
779,Dontrelle Inman,Chargers,5.0,3.0,88.0,0.0,0.0,0.0,0.0,8.8,2015,4,7.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
780,Keenan Allen,Chargers,7.0,4.0,72.0,1.0,0.0,0.0,0.0,13.2,2015,4,5.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
781,Dontrelle Inman,Chargers,7.0,3.0,18.0,1.0,0.0,0.0,0.0,7.8,2015,6,5.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
782,Keenan Allen,Chargers,15.0,14.0,157.0,0.0,0.0,0.0,0.0,15.7,2015,6,8.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
783,Malcom Floyd,Chargers,12.0,5.0,95.0,0.0,0.0,0.0,0.0,9.5,2015,6,21.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
784,Dontrelle Inman,Chargers,5.0,3.0,51.0,0.0,0.0,0.0,0.0,5.1,2015,11,12.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
785,Steve Johnson,Chargers,8.0,7.0,54.0,0.0,0.0,0.0,0.0,5.4,2015,11,15.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
786,Dontrelle Inman,Chargers,9.0,5.0,65.0,1.0,0.0,0.0,0.0,12.5,2015,12,7.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
787,Dontrelle Inman,Chargers,5.0,3.0,78.0,0.0,0.0,0.0,0.0,7.8,2015,15,14.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
788,Dorial Green-Beckham,Titans,2.0,1.0,13.0,1.0,0.0,0.0,0.0,7.3,2015,2,8.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
789,Dorial Green-Beckham,Titans,3.0,2.0,22.0,1.0,0.0,0.0,0.0,8.2,2015,3,5.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
790,Kendall Wright,Titans,12.0,7.0,95.0,1.0,1.0,13.0,0.0,16.8,2015,3,10.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
791,Dorial Green-Beckham,Titans,6.0,3.0,57.0,0.0,0.0,0.0,0.0,5.7,2015,6,7.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
792,Dorial Green-Beckham,Titans,10.0,5.0,77.0,0.0,0.0,0.0,0.0,7.7,2015,9,17.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
793,Harry Douglas,Titans,5.0,5.0,73.0,0.0,0.0,0.0,0.0,7.3,2015,9,8.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
794,Justin Hunter,Titans,4.0,3.0,17.0,1.0,0.0,0.0,0.0,7.7,2015,9,4.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
795,Dorial Green-Beckham,Titans,6.0,5.0,119.0,1.0,0.0,0.0,0.0,17.9,2015,13,5.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
796,Dorial Green-Beckham,Titans,7.0,3.0,53.0,0.0,0.0,0.0,0.0,5.3,2015,14,11.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
797,Harry Douglas,Titans,7.0,3.0,65.0,0.0,0.0,0.0,0.0,6.5,2015,14,7.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
798,Dorial Green-Beckham,Titans,9.0,6.0,113.0,0.0,0.0,0.0,0.0,11.3,2015,15,8.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
799,Doug Baldwin,Seahawks,5.0,4.0,50.0,0.0,0.0,0.0,0.0,5.0,2014,5,18.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
800,Jermaine Kearse,Seahawks,2.0,1.0,15.0,1.0,0.0,0.0,0.0,7.5,2014,5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
801,Doug Baldwin,Seahawks,11.0,7.0,123.0,1.0,0.0,0.0,0.0,18.3,2014,7,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
802,Doug Baldwin,Seahawks,8.0,6.0,61.0,0.0,0.0,0.0,0.0,6.1,2014,8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
803,Doug Baldwin,Seahawks,6.0,5.0,38.0,0.0,0.0,0.0,0.0,3.8,2014,9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
804,Doug Baldwin,Seahawks,6.0,4.0,31.0,0.0,0.0,0.0,0.0,3.1,2014,10,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
805,Jermaine Kearse,Seahawks,4.0,3.0,70.0,0.0,0.0,0.0,0.0,7.0,2014,10,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
806,Doug Baldwin,Seahawks,9.0,6.0,45.0,1.0,0.0,0.0,0.0,10.5,2014,11,15.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
807,Jermaine Kearse,Seahawks,9.0,5.0,54.0,0.0,0.0,0.0,0.0,5.4,2014,11,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
808,Doug Baldwin,Seahawks,7.0,5.0,97.0,1.0,0.0,0.0,0.0,15.7,2014,14,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
809,Doug Baldwin,Seahawks,6.0,3.0,53.0,0.0,0.0,0.0,0.0,5.3,2014,15,11.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
810,Jermaine Kearse,Seahawks,6.0,5.0,78.0,0.0,0.0,0.0,0.0,7.8,2014,15,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
811,Paul Richardson,Seahawks,5.0,3.0,30.0,1.0,0.0,0.0,0.0,9.0,2014,15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
812,Doug Baldwin,Seahawks,11.0,7.0,113.0,0.0,0.0,0.0,0.0,11.3,2014,16,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
813,Doug Baldwin,Seahawks,4.0,3.0,43.0,0.0,1.0,8.0,0.0,5.1,2014,17,15.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
814,Paul Richardson,Seahawks,7.0,5.0,60.0,0.0,0.0,0.0,0.0,6.0,2014,17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
815,Doug Baldwin,Seahawks,8.0,7.0,92.0,1.0,0.0,0.0,0.0,15.2,2015,2,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
816,Doug Baldwin,Seahawks,4.0,3.0,36.0,1.0,0.0,0.0,0.0,9.6,2015,4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
817,Jermaine Kearse,Seahawks,2.0,2.0,84.0,0.0,0.0,0.0,0.0,8.4,2015,4,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
818,Doug Baldwin,Seahawks,3.0,3.0,70.0,0.0,0.0,0.0,0.0,7.0,2015,5,19.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
819,Jermaine Kearse,Seahawks,3.0,2.0,38.0,1.0,0.0,0.0,0.0,9.8,2015,5,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
820,Doug Baldwin,Seahawks,10.0,7.0,134.0,1.0,0.0,0.0,0.0,19.4,2015,10,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
821,Doug Baldwin,Seahawks,6.0,6.0,60.0,0.0,0.0,0.0,0.0,6.0,2015,11,32.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
822,Tyler Lockett,Seahawks,5.0,4.0,48.0,2.0,1.0,5.0,0.0,17.3,2015,11,9.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
823,Doug Baldwin,Seahawks,8.0,6.0,145.0,3.0,0.0,0.0,0.0,32.5,2015,12,21.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
824,Jermaine Kearse,Seahawks,5.0,4.0,47.0,2.0,0.0,0.0,0.0,16.7,2015,12,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
825,Doug Baldwin,Seahawks,7.0,5.0,94.0,2.0,0.0,0.0,0.0,21.4,2015,13,26.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
826,Tyler Lockett,Seahawks,7.0,7.0,90.0,0.0,1.0,7.0,0.0,9.7,2015,13,22.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
827,Doug Baldwin,Seahawks,9.0,6.0,82.0,3.0,0.0,0.0,0.0,26.2,2015,14,16.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
828,Jermaine Kearse,Seahawks,8.0,7.0,74.0,0.0,0.0,0.0,0.0,7.4,2015,14,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
829,Tyler Lockett,Seahawks,7.0,6.0,104.0,2.0,0.0,0.0,0.0,22.4,2015,14,11.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
830,Doug Baldwin,Seahawks,6.0,4.0,45.0,2.0,0.0,0.0,0.0,16.5,2015,15,17.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
831,Jermaine Kearse,Seahawks,8.0,7.0,110.0,0.0,0.0,0.0,0.0,11.0,2015,15,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
832,Dwayne Bowe,Chiefs,6.0,5.0,81.0,0.0,0.0,0.0,0.0,8.1,2014,4,8.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
833,Dwayne Bowe,Chiefs,7.0,5.0,84.0,0.0,0.0,0.0,0.0,8.4,2014,7,6.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
834,Dwayne Bowe,Chiefs,6.0,6.0,64.0,0.0,0.0,0.0,0.0,6.4,2014,8,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
835,Dwayne Bowe,Chiefs,10.0,6.0,55.0,0.0,0.0,0.0,0.0,5.5,2014,9,9.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
836,Dwayne Bowe,Chiefs,12.0,8.0,93.0,0.0,0.0,0.0,0.0,9.3,2014,10,6.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
837,Dwayne Harris,Cowboys,2.0,1.0,56.0,0.0,1.0,9.0,0.0,6.5,2014,1,11.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
838,Terrance Williams,Cowboys,7.0,4.0,50.0,1.0,0.0,0.0,0.0,11.0,2014,1,9.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
839,Dwayne Harris,Giants,6.0,5.0,51.0,1.0,0.0,0.0,0.0,11.1,2015,4,7.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
840,Rueben Randle,Giants,6.0,3.0,31.0,1.0,0.0,0.0,0.0,9.1,2015,4,6.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
841,Dwayne Harris,Giants,8.0,6.0,72.0,0.0,0.0,0.0,0.0,7.2,2015,5,4.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
842,Odell Beckham Jr.,Giants,11.0,7.0,121.0,1.0,1.0,3.0,0.0,18.4,2015,5,12.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
843,Dwayne Harris,Giants,2.0,2.0,43.0,0.0,0.0,0.0,0.0,4.3,2015,7,15.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
844,Rueben Randle,Giants,5.0,2.0,68.0,0.0,0.0,0.0,0.0,6.8,2015,7,5.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
845,Dwayne Harris,Giants,7.0,3.0,37.0,2.0,0.0,0.0,0.0,15.7,2015,8,14.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
846,Odell Beckham Jr.,Giants,9.0,8.0,130.0,3.0,0.0,0.0,0.0,31.0,2015,8,10.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
847,Rueben Randle,Giants,9.0,5.0,55.0,0.0,0.0,0.0,0.0,5.5,2015,8,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
848,Eddie Royal,Chargers,10.0,7.0,69.0,0.0,0.0,0.0,0.0,6.9,2014,2,16.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
849,Keenan Allen,Chargers,6.0,5.0,55.0,0.0,0.0,0.0,0.0,5.5,2014,2,13.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
850,Eddie Royal,Chargers,6.0,4.0,42.0,2.0,0.0,0.0,0.0,16.2,2014,3,22.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
851,Malcom Floyd,Chargers,4.0,2.0,98.0,0.0,0.0,0.0,0.0,9.8,2014,3,9.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
852,Eddie Royal,Chargers,7.0,5.0,105.0,2.0,0.0,0.0,0.0,22.5,2014,4,10.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
853,Keenan Allen,Chargers,11.0,10.0,135.0,0.0,0.0,0.0,0.0,13.5,2014,4,5.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
854,Malcom Floyd,Chargers,4.0,3.0,39.0,1.0,0.0,0.0,0.0,9.9,2014,4,7.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
855,Eddie Royal,Chargers,2.0,2.0,49.0,1.0,0.0,0.0,0.0,10.9,2014,6,14.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
856,Malcom Floyd,Chargers,7.0,5.0,103.0,1.0,0.0,0.0,0.0,16.3,2014,6,5.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
857,Eddie Royal,Chargers,10.0,9.0,81.0,1.0,0.0,0.0,0.0,14.1,2014,13,15.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
858,Keenan Allen,Chargers,15.0,11.0,121.0,2.0,0.0,0.0,0.0,24.1,2014,13,16.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
859,Malcom Floyd,Chargers,6.0,3.0,85.0,0.0,0.0,0.0,0.0,8.5,2014,13,11.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
860,Emmanuel Sanders,Broncos,9.0,6.0,77.0,0.0,1.0,11.0,0.0,8.8,2014,1,10.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
861,Emmanuel Sanders,Broncos,15.0,11.0,149.0,0.0,0.0,0.0,0.0,14.9,2014,3,10.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
862,Wes Welker,Broncos,9.0,6.0,60.0,0.0,0.0,0.0,0.0,6.0,2014,3,5.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
863,Emmanuel Sanders,Broncos,6.0,4.0,56.0,0.0,1.0,13.0,0.0,6.9,2014,14,5.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
864,Emmanuel Sanders,Broncos,9.0,6.0,113.0,0.0,0.0,0.0,0.0,11.3,2015,12,26.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0
865,Eric Decker,Jets,6.0,5.0,74.0,0.0,0.0,0.0,0.0,7.4,2014,1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
866,Eric Decker,Jets,7.0,4.0,63.0,1.0,0.0,0.0,0.0,12.3,2014,2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
867,Jeremy Kerley,Jets,8.0,3.0,22.0,0.0,0.0,37.0,0.0,5.9,2014,2,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
868,Eric Decker,Jets,10.0,4.0,48.0,1.0,0.0,0.0,0.0,10.8,2014,4,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
869,Greg Salas,Jets,4.0,2.0,60.0,0.0,0.0,0.0,0.0,6.0,2014,4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
870,Eric Decker,Jets,10.0,6.0,54.0,1.0,0.0,0.0,0.0,11.4,2014,6,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
871,Eric Decker,Jets,7.0,4.0,65.0,0.0,0.0,0.0,0.0,6.5,2014,7,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
872,Eric Decker,Jets,12.0,9.0,63.0,1.0,0.0,0.0,0.0,12.3,2014,9,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
873,Percy Harvin,Jets,13.0,11.0,129.0,0.0,1.0,8.0,0.0,13.7,2014,9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
874,Eric Decker,Jets,8.0,4.0,63.0,0.0,0.0,0.0,0.0,6.3,2014,12,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
875,Jeremy Kerley,Jets,5.0,5.0,66.0,0.0,0.0,0.0,0.0,6.6,2014,12,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
876,Eric Decker,Jets,8.0,6.0,89.0,0.0,0.0,0.0,0.0,8.9,2014,14,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
877,Percy Harvin,Jets,9.0,6.0,124.0,1.0,2.0,3.0,0.0,18.7,2014,14,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
878,Eric Decker,Jets,11.0,7.0,100.0,0.0,0.0,0.0,0.0,10.0,2014,15,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
879,Eric Weems,Falcons,1.0,1.0,5.0,1.0,0.0,0.0,0.0,6.5,2014,14,6.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0
880,Harry Douglas,Falcons,3.0,2.0,11.0,1.0,0.0,0.0,0.0,7.1,2014,14,13.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0
881,Julio Jones,Falcons,17.0,11.0,259.0,1.0,0.0,0.0,0.0,31.9,2014,14,10.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0
882,Roddy White,Falcons,5.0,3.0,42.0,1.0,0.0,0.0,0.0,10.2,2014,14,11.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0
883,Golden Tate,Lions,10.0,8.0,116.0,0.0,0.0,0.0,0.0,11.6,2014,4,19.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
884,Golden Tate,Lions,9.0,7.0,134.0,1.0,0.0,0.0,0.0,19.4,2014,5,21.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
885,Golden Tate,Lions,15.0,7.0,151.0,1.0,0.0,0.0,0.0,21.1,2014,8,10.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
886,Golden Tate,Lions,10.0,9.0,60.0,2.0,1.0,15.0,0.0,19.5,2015,14,16.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
887,Golden Tate,Lions,6.0,6.0,45.0,2.0,0.0,0.0,0.0,16.5,2015,15,5.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
888,Greg Jennings,Vikings,7.0,5.0,70.0,0.0,0.0,0.0,0.0,7.0,2014,3,7.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
889,Greg Jennings,Vikings,4.0,3.0,72.0,0.0,0.0,0.0,0.0,7.2,2014,4,7.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
