,name,team,g,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,fpg,season,week,next_fp
402,Mike Wallace,BAL,1,6,4,124,1,0,0,0,18.4,18.4,2016,9,5.9
491,Mike Wallace,BAL,1,5,4,59,0,0,0,0,5.9,5.9,2016,10,7.5
530,Mike Wallace,BAL,1,10,5,62,0,1,13,0,7.5,7.5,2016,11,5.9
646,Mike Wallace,BAL,1,7,6,59,0,0,0,0,5.9,5.9,2016,13,5.2
695,Mike Wallace,BAL,1,8,5,52,0,0,0,0,5.2,5.2,2016,14,6.0
741,Mike Wallace,BAL,1,5,2,60,0,0,0,0,6.0,6.0,2016,15,11.5
1013,Mike Wallace,BAL,1,10,6,55,1,0,0,0,11.5,11.5,2017,4,13.3
1061,Mike Wallace,BAL,1,3,3,133,0,0,0,0,13.3,13.3,2017,5,7.9
1276,Mike Wallace,BAL,1,7,4,19,1,0,0,0,7.9,7.9,2017,9,11.6
1365,Mike Wallace,BAL,1,4,4,56,1,0,0,0,11.6,11.6,2017,11,4.8
1448,Mike Wallace,BAL,1,11,5,48,0,0,0,0,4.8,4.8,2017,12,11.6
1463,Mike Wallace,BAL,1,8,5,116,0,0,0,0,11.6,11.6,2017,13,7.2
1534,Mike Wallace,BAL,1,5,3,72,0,0,0,0,7.2,7.2,2017,14,8.9
1577,Mike Wallace,BAL,1,10,6,89,0,0,0,0,8.9,8.9,2017,15,6.0
1635,Mike Wallace,BAL,1,6,4,60,0,0,0,0,6.0,6.0,2017,16,10.0
1672,Mike Wallace,BAL,1,13,5,40,1,0,0,0,10.0,10.0,2017,17,
11,Mohamed Sanu,ATL,1,8,5,80,1,0,0,0,14.0,14.0,2016,1,4.3
248,Mohamed Sanu,ATL,1,6,3,43,0,0,0,0,4.3,4.3,2016,5,10.7
268,Mohamed Sanu,ATL,1,10,5,47,1,0,0,0,10.7,10.7,2016,6,14.4
361,Mohamed Sanu,ATL,1,10,9,84,1,0,0,0,14.4,14.4,2016,8,7.4
433,Mohamed Sanu,ATL,1,7,5,74,0,0,0,0,7.4,7.4,2016,9,7.0
595,Mohamed Sanu,ATL,1,8,8,65,0,1,5,0,7.0,7.0,2016,12,9.2
826,Mohamed Sanu,ATL,1,4,4,32,1,0,0,0,9.2,9.2,2016,17,4.7
899,Mohamed Sanu,ATL,1,9,6,47,0,0,0,0,4.7,4.7,2017,1,8.5
922,Mohamed Sanu,ATL,1,6,5,85,0,0,0,0,8.5,8.5,2017,2,8.8
984,Mohamed Sanu,ATL,1,6,4,28,1,0,0,0,8.8,8.8,2017,3,6.5
1183,Mohamed Sanu,ATL,1,10,6,65,0,0,0,0,6.5,6.5,2017,7,13.4
1208,Mohamed Sanu,ATL,1,7,6,74,1,0,0,0,13.4,13.4,2017,8,8.3
1274,Mohamed Sanu,ATL,1,3,3,23,1,0,0,0,8.3,8.3,2017,9,9.7
1369,Mohamed Sanu,ATL,1,3,3,34,1,1,3,0,9.7,9.7,2017,11,6.4
1439,Mohamed Sanu,ATL,1,9,8,64,0,0,0,0,6.4,6.4,2017,12,4.3
1492,Mohamed Sanu,ATL,1,5,3,43,0,0,0,0,4.3,4.3,2017,13,14.3
1512,Mohamed Sanu,ATL,1,8,6,83,1,0,0,0,14.3,14.3,2017,14,7.1
1682,Mohamed Sanu,ATL,1,11,7,71,0,1,0,0,7.1,7.1,2017,17,
18,Nelson Agholor,PHI,1,5,4,57,1,0,0,0,11.7,11.7,2016,1,11.2
770,Nelson Agholor,PHI,1,5,2,47,1,1,5,0,11.2,11.2,2016,16,14.6
855,Nelson Agholor,PHI,1,8,6,86,1,0,0,0,14.6,14.6,2017,1,6.9
934,Nelson Agholor,PHI,1,3,1,9,1,0,0,0,6.9,6.9,2017,2,5.8
1039,Nelson Agholor,PHI,1,4,3,58,0,0,0,0,5.8,5.8,2017,4,15.3
1057,Nelson Agholor,PHI,1,5,4,93,1,0,0,0,15.3,15.3,2017,5,11.5
1115,Nelson Agholor,PHI,1,7,4,55,1,0,0,0,11.5,11.5,2017,6,10.5
1167,Nelson Agholor,PHI,1,5,4,45,1,0,0,0,10.5,10.5,2017,7,15.2
1408,Nelson Agholor,PHI,1,6,3,32,1,0,0,1,15.2,15.2,2017,12,20.1
1451,Nelson Agholor,PHI,1,12,7,141,1,0,0,0,20.1,20.1,2017,13,6.4
1538,Nelson Agholor,PHI,1,11,8,64,0,0,0,0,6.4,6.4,2017,14,11.9
1565,Nelson Agholor,PHI,1,9,7,59,1,0,0,0,11.9,11.9,2017,15,
39,Odell Beckham Jr.,NYG,1,8,4,73,0,0,0,0,7.3,7.3,2016,1,8.6
86,Odell Beckham Jr.,NYG,1,11,8,86,0,0,0,0,8.6,8.6,2016,2,12.1
116,Odell Beckham Jr.,NYG,1,11,7,121,0,0,0,0,12.1,12.1,2016,3,11.6
214,Odell Beckham Jr.,NYG,1,12,5,56,1,0,0,0,11.6,11.6,2016,5,34.2
250,Odell Beckham Jr.,NYG,1,10,8,222,2,0,0,0,34.2,34.2,2016,6,4.9
346,Odell Beckham Jr.,NYG,1,9,5,49,0,0,0,0,4.9,4.9,2016,7,16.6
405,Odell Beckham Jr.,NYG,1,10,4,46,2,0,0,0,16.6,16.6,2016,9,15.7
459,Odell Beckham Jr.,NYG,1,11,10,97,1,0,0,0,15.7,15.7,2016,10,21.6
556,Odell Beckham Jr.,NYG,1,11,6,96,2,0,0,0,21.6,21.6,2016,12,10.0
622,Odell Beckham Jr.,NYG,1,16,10,100,0,0,0,0,10.0,10.0,2016,13,15.4
658,Odell Beckham Jr.,NYG,1,9,4,94,1,0,0,0,15.4,15.4,2016,14,13.3
707,Odell Beckham Jr.,NYG,1,8,6,64,1,1,9,0,13.3,13.3,2016,15,15.0
761,Odell Beckham Jr.,NYG,1,20,11,150,0,0,0,0,15.0,15.0,2016,16,19.9
955,Odell Beckham Jr.,NYG,1,13,9,79,2,0,0,0,19.9,19.9,2017,3,9.0
1024,Odell Beckham Jr.,NYG,1,15,7,90,0,0,0,0,9.0,9.0,2017,4,16.5
1055,Odell Beckham Jr.,NYG,1,8,5,97,1,1,8,0,16.5,16.5,2017,5,
496,Paul Richardson,SEA,1,3,2,52,0,0,0,0,5.2,5.2,2016,10,10.2
773,Paul Richardson,SEA,1,5,4,42,1,0,0,0,10.2,10.2,2016,16,5.9
888,Paul Richardson,SEA,1,7,4,59,0,0,0,0,5.9,5.9,2017,1,7.9
923,Paul Richardson,SEA,1,5,2,19,1,0,0,0,7.9,7.9,2017,2,9.0
983,Paul Richardson,SEA,1,7,2,30,1,0,0,0,9.0,9.0,2017,3,6.5
1035,Paul Richardson,SEA,1,3,3,65,0,0,0,0,6.5,6.5,2017,4,12.1
1163,Paul Richardson,SEA,1,2,2,61,1,0,0,0,12.1,12.1,2017,7,22.5
1203,Paul Richardson,SEA,1,7,6,105,2,0,0,0,22.5,22.5,2017,8,4.1
1296,Paul Richardson,SEA,1,3,3,41,0,0,0,0,4.1,4.1,2017,9,5.6
1386,Paul Richardson,SEA,1,8,5,56,0,0,0,0,5.6,5.6,2017,11,7.0
1434,Paul Richardson,SEA,1,7,4,70,0,0,0,0,7.0,7.0,2017,12,13.2
1516,Paul Richardson,SEA,1,7,3,72,1,0,0,0,13.2,13.2,2017,14,
29,Phillip Dorsett,IND,1,6,4,94,0,0,0,0,9.4,9.4,2016,1,12.7
165,Phillip Dorsett,IND,1,3,1,64,1,1,3,0,12.7,12.7,2016,4,5.0
543,Phillip Dorsett,IND,1,3,1,50,0,0,0,0,5.0,5.0,2016,11,11.0
720,Phillip Dorsett,IND,1,1,1,50,1,0,0,0,11.0,11.0,2016,15,5.6
847,Phillip Dorsett,IND,1,4,4,56,0,0,0,0,5.6,5.6,2016,17,7.5
927,Phillip Dorsett,NE,1,3,3,68,0,1,7,0,7.5,7.5,2017,2,
144,Philly Brown,CAR,1,5,4,57,0,0,0,0,5.7,5.7,2016,3,10.8
167,Philly Brown,CAR,1,7,5,48,1,0,0,0,10.8,10.8,2016,4,
143,Pierre Garcon,WAS,1,7,5,59,0,0,0,0,5.9,5.9,2016,3,11.6
215,Pierre Garcon,WAS,1,7,5,56,1,0,0,0,11.6,11.6,2016,5,7.7
283,Pierre Garcon,WAS,1,11,6,77,0,0,0,0,7.7,7.7,2016,6,6.7
391,Pierre Garcon,WAS,1,7,6,67,0,0,0,0,6.7,6.7,2016,8,8.1
486,Pierre Garcon,WAS,1,10,6,81,0,0,0,0,8.1,8.1,2016,10,17.6
501,Pierre Garcon,WAS,1,7,6,116,1,0,0,0,17.6,17.6,2016,11,7.8
634,Pierre Garcon,WAS,1,9,7,78,0,0,0,0,7.8,7.8,2016,13,11.9
665,Pierre Garcon,WAS,1,6,5,59,1,0,0,0,11.9,11.9,2016,14,7.8
734,Pierre Garcon,WAS,1,11,7,78,0,0,0,0,7.8,7.8,2016,15,9.4
780,Pierre Garcon,WAS,1,5,4,94,0,0,0,0,9.4,9.4,2016,16,9.6
819,Pierre Garcon,WAS,1,7,4,96,0,0,0,0,9.6,9.6,2016,17,8.1
873,Pierre Garcon,SF,1,10,6,81,0,0,0,0,8.1,8.1,2017,1,14.2
968,Pierre Garcon,SF,1,10,7,142,0,0,0,0,14.2,14.2,2017,3,9.4
1071,Pierre Garcon,SF,1,11,8,94,0,0,0,0,9.4,9.4,2017,5,5.5
1137,Pierre Garcon,SF,1,12,5,55,0,0,0,0,5.5,5.5,2017,6,4.9
1188,Pierre Garcon,SF,1,7,5,49,0,0,0,0,4.9,4.9,2017,7,
20,Quincy Enunwa,NYJ,1,8,7,54,1,0,0,0,11.4,11.4,2016,1,9.2
82,Quincy Enunwa,NYJ,1,6,6,92,0,0,0,0,9.2,9.2,2016,2,6.0
193,Quincy Enunwa,NYJ,1,7,6,60,0,0,0,0,6.0,6.0,2016,4,5.1
240,Quincy Enunwa,NYJ,1,7,4,51,0,0,0,0,5.1,5.1,2016,5,13.3
312,Quincy Enunwa,NYJ,1,4,2,73,1,0,0,0,13.3,13.3,2016,7,15.3
358,Quincy Enunwa,NYJ,1,11,4,93,1,0,0,0,15.3,15.3,2016,8,16.9
562,Quincy Enunwa,NYJ,1,5,5,109,1,0,0,0,16.9,16.9,2016,12,6.4
740,Quincy Enunwa,NYJ,1,9,5,64,0,0,0,0,6.4,6.4,2016,15,8.1
834,Quincy Enunwa,NYJ,1,8,5,81,0,0,0,0,8.1,8.1,2016,17,
421,Quinton Patton,SF,1,9,6,106,0,0,0,0,10.6,10.6,2016,9,5.2
495,Quinton Patton,SF,1,9,3,52,0,0,0,0,5.2,5.2,2016,10,
44,Randall Cobb,GB,1,8,6,57,0,3,11,0,6.8,6.8,2016,1,10.8
221,Randall Cobb,GB,1,11,9,108,0,1,0,0,10.8,10.8,2016,5,11.3
264,Randall Cobb,GB,1,11,7,53,1,0,0,0,11.3,11.3,2016,6,17.6
304,Randall Cobb,GB,1,15,11,95,1,5,21,0,17.6,17.6,2016,7,7.4
432,Randall Cobb,GB,1,2,2,14,1,0,0,0,7.4,7.4,2016,9,8.4
526,Randall Cobb,GB,1,5,3,84,0,0,0,0,8.4,8.4,2016,11,7.9
631,Randall Cobb,GB,1,3,3,19,1,0,0,0,7.9,7.9,2016,13,8.5
871,Randall Cobb,GB,1,13,9,85,0,0,0,0,8.5,8.5,2017,1,7.0
933,Randall Cobb,GB,1,9,6,60,0,1,10,0,7.0,7.0,2017,2,10.4
1018,Randall Cobb,GB,1,4,4,44,1,0,0,0,10.4,10.4,2017,4,5.9
1284,Randall Cobb,GB,1,5,5,58,0,1,1,0,5.9,5.9,2017,9,6.0
1341,Randall Cobb,GB,1,4,3,52,0,4,8,0,6.0,6.0,2017,10,11.8
1412,Randall Cobb,GB,1,4,4,58,1,0,0,0,11.8,11.8,2017,12,14.4
1559,Randall Cobb,GB,1,14,7,84,1,0,0,0,14.4,14.4,2017,15,10.9
1669,Randall Cobb,GB,1,6,4,45,1,1,4,0,10.9,10.9,2017,17,
916,Rashard Higgins,CLE,1,11,7,95,0,1,4,0,9.9,9.9,2017,2,18.8
1653,Rashard Higgins,CLE,1,4,3,68,2,0,0,0,18.8,18.8,2017,17,
294,Ricardo Louis,CLE,1,9,5,65,0,0,0,0,6.5,6.5,2016,6,6.4
1036,Ricardo Louis,CLE,1,9,5,64,0,0,0,0,6.4,6.4,2017,4,7.1
1080,Ricardo Louis,CLE,1,8,5,71,0,0,0,0,7.1,7.1,2017,5,4.2
1238,Ricardo Louis,CLE,1,6,2,42,0,0,0,0,4.2,4.2,2017,8,
183,Rishard Matthews,TEN,1,2,2,82,0,0,0,0,8.2,8.2,2016,4,9.2
226,Rishard Matthews,TEN,1,4,4,32,1,0,0,0,9.2,9.2,2016,5,13.0
260,Rishard Matthews,TEN,1,3,3,70,1,0,0,0,13.0,13.0,2016,6,9.8
375,Rishard Matthews,TEN,1,4,4,38,1,0,0,0,9.8,9.8,2016,8,18.3
403,Rishard Matthews,TEN,1,10,6,63,2,0,0,0,18.3,18.3,2016,9,12.3
469,Rishard Matthews,TEN,1,5,3,63,1,0,0,0,12.3,12.3,2016,10,12.2
510,Rishard Matthews,TEN,1,13,9,122,0,0,0,0,12.2,12.2,2016,11,12.4
570,Rishard Matthews,TEN,1,7,3,64,1,0,0,0,12.4,12.4,2016,12,10.5
723,Rishard Matthews,TEN,1,10,4,105,0,0,0,0,10.5,10.5,2016,15,9.1
784,Rishard Matthews,TEN,1,9,3,31,1,0,0,0,9.1,9.1,2016,16,17.4
802,Rishard Matthews,TEN,1,13,9,114,1,0,0,0,17.4,17.4,2016,17,7.1
877,Rishard Matthews,TEN,1,9,5,71,0,0,0,0,7.1,7.1,2017,1,14.7
965,Rishard Matthews,TEN,1,10,6,87,1,0,0,0,14.7,14.7,2017,3,4.9
1044,Rishard Matthews,TEN,1,8,3,49,0,0,0,0,4.9,4.9,2017,4,6.9
1134,Rishard Matthews,TEN,1,4,4,69,0,0,0,0,6.9,6.9,2017,6,4.0
1199,Rishard Matthews,TEN,1,6,3,40,0,0,0,0,4.0,4.0,2017,7,13.0
1261,Rishard Matthews,TEN,1,7,4,70,1,0,0,0,13.0,13.0,2017,9,5.0
1344,Rishard Matthews,TEN,1,7,5,50,0,0,0,0,5.0,5.0,2017,10,17.3
1355,Rishard Matthews,TEN,1,6,5,113,1,0,0,0,17.3,17.3,2017,11,15.5
1555,Rishard Matthews,TEN,1,8,6,95,1,0,0,0,15.5,15.5,2017,15,4.8
1645,Rishard Matthews,TEN,1,4,2,48,0,0,0,0,4.8,4.8,2017,16,
332,Robby Anderson,NYJ,1,3,3,41,0,1,30,0,7.1,7.1,2016,7,4.9
444,Robby Anderson,NYJ,1,6,4,49,0,0,0,0,4.9,4.9,2016,9,6.9
488,Robby Anderson,NYJ,1,6,3,69,0,0,0,0,6.9,6.9,2016,10,12.1
610,Robby Anderson,NYJ,1,12,4,61,1,0,0,0,12.1,12.1,2016,13,11.1
668,Robby Anderson,NYJ,1,11,6,99,0,2,12,0,11.1,11.1,2016,14,14.0
705,Robby Anderson,NYJ,1,6,4,80,1,0,0,0,14.0,14.0,2016,15,15.5
962,Robby Anderson,NYJ,1,6,3,95,1,0,0,0,15.5,15.5,2017,3,5.9
1037,Robby Anderson,NYJ,1,6,3,59,0,0,0,0,5.9,5.9,2017,4,7.6
1128,Robby Anderson,NYJ,1,12,4,76,0,0,0,0,7.6,7.6,2017,6,9.5
1170,Robby Anderson,NYJ,1,5,3,35,1,0,0,0,9.5,9.5,2017,7,16.5
1204,Robby Anderson,NYJ,1,6,6,104,1,1,1,0,16.5,16.5,2017,8,10.8
1268,Robby Anderson,NYJ,1,5,4,48,1,0,0,0,10.8,10.8,2017,9,14.5
1310,Robby Anderson,NYJ,1,7,4,85,1,0,0,0,14.5,14.5,2017,10,26.6
1402,Robby Anderson,NYJ,1,10,6,146,2,0,0,0,26.6,26.6,2017,12,11.4
1464,Robby Anderson,NYJ,1,12,8,107,0,1,7,0,11.4,11.4,2017,13,5.1
1639,Robby Anderson,NYJ,1,7,5,51,0,0,0,0,5.1,5.1,2017,16,
147,Robert Woods,BUF,1,8,6,51,0,0,0,0,5.1,5.1,2016,3,8.9
180,Robert Woods,BUF,1,10,7,89,0,0,0,0,8.9,8.9,2016,4,11.0
267,Robert Woods,BUF,1,6,5,44,1,1,6,0,11.0,11.0,2016,6,16.2
406,Robert Woods,BUF,1,13,10,162,0,0,0,0,16.2,16.2,2016,9,5.3
894,Robert Woods,LAR,1,5,3,53,0,0,0,0,5.3,5.3,2017,1,10.8
978,Robert Woods,LAR,1,7,6,108,0,0,0,0,10.8,10.8,2017,3,7.4
1079,Robert Woods,LAR,1,8,5,66,0,1,8,0,7.4,7.4,2017,5,7.0
1133,Robert Woods,LAR,1,7,5,70,0,0,0,0,7.0,7.0,2017,6,6.3
1185,Robert Woods,LAR,1,7,5,59,0,1,4,0,6.3,6.3,2017,7,19.0
1253,Robert Woods,LAR,1,5,4,70,2,0,0,0,19.0,19.0,2017,9,29.1
1300,Robert Woods,LAR,1,10,8,171,2,0,0,0,29.1,29.1,2017,10,8.1
1377,Robert Woods,LAR,1,11,8,81,0,0,0,0,8.1,8.1,2017,11,10.5
1572,Robert Woods,LAR,1,7,6,45,1,0,0,0,10.5,10.5,2017,15,
737,Rod Streater,SF,1,3,2,11,1,0,0,0,7.1,7.1,2016,15,12.3
768,Rod Streater,SF,1,7,6,63,1,0,0,0,12.3,12.3,2016,16,
278,Roger Lewis,NYG,1,3,1,24,1,0,0,0,8.4,8.4,2016,6,9.0
427,Roger Lewis,NYG,1,2,1,30,1,0,0,0,9.0,9.0,2016,9,5.4
892,Roger Lewis,NYG,1,6,4,54,0,0,0,0,5.4,5.4,2017,1,8.9
1073,Roger Lewis,NYG,1,2,1,29,1,0,0,0,8.9,8.9,2017,5,9.3
1327,Roger Lewis,NYG,1,4,3,33,1,0,0,0,9.3,9.3,2017,10,5.5
1388,Roger Lewis,NYG,1,4,3,55,0,0,0,0,5.5,5.5,2017,11,4.6
1547,Roger Lewis,NYG,1,11,7,46,0,0,0,0,4.6,4.6,2017,14,7.4
1583,Roger Lewis,NYG,1,10,4,74,0,0,0,0,7.4,7.4,2017,15,
311,Russell Shepard,TB,1,6,5,77,1,0,0,0,13.7,13.7,2016,7,8.4
380,Russell Shepard,TB,1,3,2,24,1,0,0,0,8.4,8.4,2016,8,5.4
540,Russell Shepard,TB,1,4,3,54,0,0,0,0,5.4,5.4,2016,11,6.1
796,Russell Shepard,TB,1,5,3,61,0,0,0,0,6.1,6.1,2016,16,11.3
864,Russell Shepard,CAR,1,2,2,53,1,0,0,0,11.3,11.3,2017,1,
883,Ryan Grant,WAS,1,6,4,61,0,0,0,0,6.1,6.1,2017,1,7.1
930,Ryan Grant,WAS,1,2,1,11,1,0,0,0,7.1,7.1,2017,2,7.6
1027,Ryan Grant,WAS,1,3,2,16,1,0,0,0,7.6,7.6,2017,4,3.9
1146,Ryan Grant,WAS,1,5,3,39,0,0,0,0,3.9,3.9,2017,6,3.8
1240,Ryan Grant,WAS,1,7,5,38,0,0,0,0,3.8,3.8,2017,8,11.9
1364,Ryan Grant,WAS,1,3,3,59,1,0,0,0,11.9,11.9,2017,11,13.6
1459,Ryan Grant,WAS,1,9,5,76,1,0,0,0,13.6,13.6,2017,13,8.5
1623,Ryan Grant,WAS,1,6,4,85,0,0,0,0,8.5,8.5,2017,16,
74,Sammie Coates,PIT,1,5,2,97,0,1,6,0,10.3,10.3,2016,2,5.0
148,Sammie Coates,PIT,1,4,3,50,0,0,0,0,5.0,5.0,2016,3,7.8
184,Sammie Coates,PIT,1,8,6,79,0,1,-1,0,7.8,7.8,2016,4,25.9
200,Sammie Coates,PIT,1,11,6,139,2,0,0,0,25.9,25.9,2016,5,
585,Sammy Watkins,BUF,1,3,3,80,0,0,0,0,8.0,8.0,2016,12,11.4
666,Sammy Watkins,BUF,1,6,4,54,1,0,0,0,11.4,11.4,2016,14,21.4
753,Sammy Watkins,BUF,1,10,7,154,1,0,0,0,21.4,21.4,2016,16,5.8
890,Sammy Watkins,LAR,1,5,5,58,0,0,0,0,5.8,5.8,2017,1,22.6
952,Sammy Watkins,LAR,1,7,6,106,2,0,0,0,22.6,22.6,2017,3,4.2
1194,Sammy Watkins,LAR,1,5,3,42,0,0,0,0,4.2,4.2,2017,7,12.7
1263,Sammy Watkins,LAR,1,2,1,67,1,0,0,0,12.7,12.7,2017,9,10.1
1324,Sammy Watkins,LAR,1,3,2,41,1,0,0,0,10.1,10.1,2017,10,14.2
1410,Sammy Watkins,LAR,1,9,4,82,1,0,0,0,14.2,14.2,2017,12,9.8
1470,Sammy Watkins,LAR,1,4,3,38,1,0,0,0,9.8,9.8,2017,13,8.1
1531,Sammy Watkins,LAR,1,7,3,21,1,0,0,0,8.1,8.1,2017,14,9.0
1621,Sammy Watkins,LAR,1,7,3,30,1,0,0,0,9.0,9.0,2017,16,
36,Seth Roberts,OAK,1,4,2,19,1,0,0,0,7.9,7.9,2016,1,8.7
123,Seth Roberts,OAK,1,6,2,27,1,0,0,0,8.7,8.7,2016,3,7.2
188,Seth Roberts,OAK,1,3,3,12,1,0,0,0,7.2,7.2,2016,4,4.2
349,Seth Roberts,OAK,1,9,4,42,0,0,0,0,4.2,4.2,2016,7,12.9
363,Seth Roberts,OAK,1,7,3,69,1,0,0,0,12.9,12.9,2016,8,9.1
580,Seth Roberts,OAK,1,4,3,31,1,0,0,0,9.1,9.1,2016,12,7.9
874,Seth Roberts,OAK,1,1,1,19,1,0,0,0,7.9,7.9,2017,1,4.9
1045,Seth Roberts,OAK,1,5,4,49,0,0,0,0,4.9,4.9,2017,4,4.6
1490,Seth Roberts,OAK,1,6,5,46,0,0,0,0,4.6,4.6,2017,13,5.2
1594,Seth Roberts,OAK,1,5,3,52,0,0,0,0,5.2,5.2,2017,15,4.8
1694,Seth Roberts,OAK,1,6,5,48,0,0,0,0,4.8,4.8,2017,17,
25,Stefon Diggs,MIN,1,9,7,103,0,1,-1,0,10.2,10.2,2016,1,24.2
50,Stefon Diggs,MIN,1,11,9,182,1,0,0,0,24.2,24.2,2016,2,13.6
362,Stefon Diggs,MIN,1,13,8,76,1,0,0,0,13.6,13.6,2016,8,9.2
426,Stefon Diggs,MIN,1,14,13,80,0,1,12,0,9.2,9.2,2016,9,16.4
457,Stefon Diggs,MIN,1,15,13,164,0,0,0,0,16.4,16.4,2016,10,5.9
643,Stefon Diggs,MIN,1,8,8,59,0,0,0,0,5.9,5.9,2016,13,5.5
693,Stefon Diggs,MIN,1,5,3,55,0,0,0,0,5.5,5.5,2016,14,8.9
788,Stefon Diggs,MIN,1,6,4,29,1,0,0,0,8.9,8.9,2016,16,20.7
850,Stefon Diggs,MIN,1,8,7,93,2,1,-6,0,20.7,20.7,2017,1,29.3
950,Stefon Diggs,MIN,1,11,8,173,2,0,0,0,29.3,29.3,2017,3,9.8
1021,Stefon Diggs,MIN,1,7,5,98,0,0,0,0,9.8,9.8,2017,4,13.8
1312,Stefon Diggs,MIN,1,5,4,78,1,0,0,0,13.8,13.8,2017,10,7.5
1429,Stefon Diggs,MIN,1,7,5,66,0,1,9,0,7.5,7.5,2017,12,3.7
1497,Stefon Diggs,MIN,1,5,2,32,0,1,5,0,3.7,3.7,2017,13,6.4
1539,Stefon Diggs,MIN,1,10,6,64,0,0,0,0,6.4,6.4,2017,14,9.7
1574,Stefon Diggs,MIN,1,6,5,30,1,1,7,0,9.7,9.7,2017,15,12.3
1608,Stefon Diggs,MIN,1,8,5,60,1,1,3,0,12.3,12.3,2017,16,11.7
1665,Stefon Diggs,MIN,1,6,6,65,1,1,-8,0,11.7,11.7,2017,17,
24,Sterling Shepard,NYG,1,4,3,43,1,0,0,0,10.3,10.3,2016,1,11.7
68,Sterling Shepard,NYG,1,8,8,117,0,0,0,0,11.7,11.7,2016,2,13.3
114,Sterling Shepard,NYG,1,7,5,73,1,0,0,0,13.3,13.3,2016,3,11.0
417,Sterling Shepard,NYG,1,6,3,50,1,0,0,0,11.0,11.0,2016,9,10.2
479,Sterling Shepard,NYG,1,7,5,42,1,0,0,0,10.2,10.2,2016,10,11.0
518,Sterling Shepard,NYG,1,11,5,50,1,0,0,0,11.0,11.0,2016,11,8.1
629,Sterling Shepard,NYG,1,8,4,21,1,0,0,0,8.1,8.1,2016,13,11.6
715,Sterling Shepard,NYG,1,5,4,56,1,0,0,0,11.6,11.6,2016,15,12.3
767,Sterling Shepard,NYG,1,11,7,61,1,1,2,0,12.3,12.3,2016,16,5.0
897,Sterling Shepard,NYG,1,8,7,44,0,1,6,0,5.0,5.0,2017,1,19.3
956,Sterling Shepard,NYG,1,10,7,133,1,0,0,0,19.3,19.3,2017,3,5.4
1041,Sterling Shepard,NYG,1,5,5,54,0,0,0,0,5.4,5.4,2017,4,7.0
1280,Sterling Shepard,NYG,1,9,5,70,0,0,0,0,7.0,7.0,2017,9,14.2
1311,Sterling Shepard,NYG,1,13,11,142,0,0,0,0,14.2,14.2,2017,10,5.6
1487,Sterling Shepard,NYG,1,6,3,56,0,0,0,0,5.6,5.6,2017,13,19.9
1551,Sterling Shepard,NYG,1,16,11,139,1,0,0,0,19.9,19.9,2017,15,4.5
1647,Sterling Shepard,NYG,1,8,5,45,0,0,0,0,4.5,4.5,2017,16,
124,Steve Smith,BAL,1,11,8,87,0,0,0,0,8.7,8.7,2016,3,17.1
157,Steve Smith,BAL,1,11,8,111,1,0,0,0,17.1,17.1,2016,4,4.7
448,Steve Smith,BAL,1,7,4,47,0,0,0,0,4.7,4.7,2016,9,12.0
470,Steve Smith,BAL,1,7,5,60,1,0,0,0,12.0,12.0,2016,10,15.9
503,Steve Smith,BAL,1,9,8,99,1,0,0,0,15.9,15.9,2016,11,5.3
649,Steve Smith,BAL,1,10,6,53,0,0,0,0,5.3,5.3,2016,13,5.7
690,Steve Smith,BAL,1,6,4,57,0,0,0,0,5.7,5.7,2016,14,10.0
725,Steve Smith,BAL,1,7,2,40,1,0,0,0,10.0,10.0,2016,15,13.9
764,Steve Smith,BAL,1,7,7,79,1,0,0,0,13.9,13.9,2016,16,
998,T.J. Jones,DET,1,3,3,63,0,0,0,0,6.3,6.3,2017,3,8.8
1217,T.J. Jones,DET,1,8,4,88,0,0,0,0,8.8,8.8,2017,8,5.5
1387,T.J. Jones,DET,1,5,4,55,0,0,0,0,5.5,5.5,2017,11,8.6
1578,T.J. Jones,DET,1,3,3,26,1,0,0,0,8.6,8.6,2017,15,
35,T.Y. Hilton,IND,1,12,6,79,0,0,0,0,7.9,7.9,2016,1,23.4
102,T.Y. Hilton,IND,1,11,8,174,1,0,0,0,23.4,23.4,2016,3,10.2
172,T.Y. Hilton,IND,1,10,7,42,1,0,0,0,10.2,10.2,2016,4,23.1
201,T.Y. Hilton,IND,1,11,10,171,1,0,0,0,23.1,23.1,2016,5,19.3
303,T.Y. Hilton,IND,1,12,7,133,1,0,0,0,19.3,19.3,2016,7,8.2
430,T.Y. Hilton,IND,1,8,6,82,0,0,0,0,8.2,8.2,2016,9,15.7
505,T.Y. Hilton,IND,1,9,5,97,1,0,0,0,15.7,15.7,2016,11,14.6
606,T.Y. Hilton,IND,1,10,9,146,0,0,0,0,14.6,14.6,2016,13,17.5
652,T.Y. Hilton,IND,1,13,9,115,1,0,0,0,17.5,17.5,2016,14,10.5
771,T.Y. Hilton,IND,1,9,4,105,0,0,0,0,10.5,10.5,2016,16,9.5
820,T.Y. Hilton,IND,1,12,6,95,0,0,0,0,9.5,9.5,2016,17,5.7
891,T.Y. Hilton,IND,1,7,3,57,0,0,0,0,5.7,5.7,2017,1,4.9
946,T.Y. Hilton,IND,1,6,4,49,0,0,0,0,4.9,4.9,2017,2,21.3
